;start;stop;kpi forecast;kpi standard
0;2018-04-10 11:20:00;2018-04-10 13:23:00;10.634514165999999;28.386062175000006
0;2018-04-10 14:20:00;2018-04-10 16:04:00;0.0;16.795203396999998
0;2018-04-10 17:40:00;2018-04-10 20:23:00;-31.546082937000012;-17.247771175000004
0;2018-04-10 21:40:00;2018-04-10 23:48:00;-1.6174768679999996;-2.676610495
0;2018-04-11 01:40:00;2018-04-11 02:49:00;0.0;-1.3875387739999998
0;2018-04-11 04:40:00;2018-04-11 07:34:00;-2.7399606199999997;-3.2489129379999993
0;2018-04-11 09:00:00;2018-04-11 11:54:00;3.1758156440000005;8.015827599
0;2018-04-11 14:00:00;2018-04-11 15:55:00;1.0315182309999997;0.8203195389999999
0;2018-04-11 17:00:00;2018-04-11 19:38:00;-2.447931284;-3.775492704
0;2018-04-11 21:40:00;2018-04-11 23:49:00;-1.3124891090000002;-2.3314762960000004
0;2018-04-12 01:40:00;2018-04-12 03:39:00;-0.560394868;-1.9073708260000004
